code,code_desc,p1,p2,p3,p4,p5
B2712,Cytomegaloviral mononucleosis with meningitis,Cytomegaloviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2719,Cytomegaloviral mononucleosis with other complication,Cytomegaloviral mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B271,Cytomegaloviral mononucleosis,,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2780,Other infectious mononucleosis without complication,Other infectious mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2781,Other infectious mononucleosis with polyneuropathy,Other infectious mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2782,Other infectious mononucleosis with meningitis,Other infectious mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2789,Other infectious mononucleosis with other complication,Other infectious mononucleosis,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B278,Other infectious mononucleosis,,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2790,Infectious mononucleosis unspecified without complication,Infectious mononucleosis unspecified,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2791,Infectious mononucleosis unspecified with polyneuropathy,Infectious mononucleosis unspecified,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2792,Infectious mononucleosis unspecified with meningitis,Infectious mononucleosis unspecified,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B2799,Infectious mononucleosis unspecified with other complication,Infectious mononucleosis unspecified,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B279,Infectious mononucleosis unspecified,,Infectious mononucleosis,Other viral diseases,Certain infectious and parasitic diseases,root
B300,Keratoconjunctivitis due to adenovirus,,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B301,Conjunctivitis due to adenovirus,,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B302,Viral pharyngoconjunctivitis,,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B303,Acute epidemic hemorrhagic conjunctivitis (enteroviral),,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B308,Other viral conjunctivitis,,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B309,Viral conjunctivitis unspecified,,Viral conjunctivitis,Other viral diseases,Certain infectious and parasitic diseases,root
B330,Epidemic myalgia,,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B331,Ross River disease,,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B3320,Viral carditis unspecified,Viral carditis,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B3321,Viral endocarditis,Viral carditis,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B3322,Viral myocarditis,Viral carditis,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B3323,Viral pericarditis,Viral carditis,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B3324,Viral cardiomyopathy,Viral carditis,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B332,Viral carditis,,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B333,Retrovirus infections not elsewhere classified,,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B334,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B338,Other specified viral diseases,,Other viral diseases not elsewhere classified,Other viral diseases,Certain infectious and parasitic diseases,root
B340,Adenovirus infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B341,Enterovirus infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B342,Coronavirus infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B343,Parvovirus infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B344,Papovavirus infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B348,Other viral infections of unspecified site,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B349,Viral infection unspecified,,Viral infection of unspecified site,Other viral diseases,Certain infectious and parasitic diseases,root
B350,Tinea barbae and tinea capitis,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B351,Tinea unguium,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B352,Tinea manuum,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B353,Tinea pedis,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B354,Tinea corporis,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B355,Tinea imbricata,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B356,Tinea cruris,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B358,Other dermatophytoses,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B359,Dermatophytosis unspecified,,Dermatophytosis,Mycoses,Certain infectious and parasitic diseases,root
B360,Pityriasis versicolor,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B361,Tinea nigra,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B362,White piedra,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B363,Black piedra,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B368,Other specified superficial mycoses,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B369,Superficial mycosis unspecified,,Other superficial mycoses,Mycoses,Certain infectious and parasitic diseases,root
B370,Candidal stomatitis,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B371,Pulmonary candidiasis,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B372,Candidiasis of skin and nail,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B373,Candidiasis of vulva and vagina,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3741,Candidal cystitis and urethritis,Candidiasis of other urogenital sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3742,Candidal balanitis,Candidiasis of other urogenital sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3749,Other urogenital candidiasis,Candidiasis of other urogenital sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B374,Candidiasis of other urogenital sites,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B375,Candidal meningitis,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B376,Candidal endocarditis,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B377,Candidal sepsis,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3781,Candidal esophagitis,Candidiasis of other sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3782,Candidal enteritis,Candidiasis of other sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3783,Candidal cheilitis,Candidiasis of other sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3784,Candidal otitis externa,Candidiasis of other sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B3789,Other sites of candidiasis,Candidiasis of other sites,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B378,Candidiasis of other sites,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B379,Candidiasis unspecified,,Candidiasis,Mycoses,Certain infectious and parasitic diseases,root
B380,Acute pulmonary coccidioidomycosis,,Coccidioidomycosis,Mycoses,Certain infectious and parasitic diseases,root
B381,Chronic pulmonary coccidioidomycosis,,Coccidioidomycosis,Mycoses,Certain infectious and parasitic diseases,root
